video_id,comedian_name,title,content_type,view_count,like_count,duration_seconds,published_at,thumbnail_url,is_duplicate
Az38f7cUzK8,Aakash Gupta,School | Aakash Gupta | Stand-up Comedy,full_special,17192918,525180,1585,2024-12-28T16:04:03Z,https://i.ytimg.com/vi/Az38f7cUzK8/hqdefault.jpg,false
l_63zbTj9Hw,Aakash Gupta,My Corporate Job | Aakash Gupta | Stand-up comedy,full_special,13306387,423772,1460,2025-10-25T06:13:53Z,https://i.ytimg.com/vi/l_63zbTj9Hw/hqdefault.jpg,false
SVRH-pBw0cc,Aakash Gupta,Aakash Gupta | Angry Young Man | Full Stand-up Comedy Special,full_special,12571477,379977,3698,2025-03-07T15:15:37Z,https://i.ytimg.com/vi/SVRH-pBw0cc/hqdefault.jpg,false
KsEoGDgKdwQ,Aashish Solanki,Pretty Good Roast Show S1. EP 7/7 | Ft.   @kushakapila5643,full_special,30678265,710900,3465,2024-06-09T16:40:03Z,https://i.ytimg.com/vi/KsEoGDgKdwQ/hqdefault.jpg,false
7xNHz6lwxYs,Aashish Solanki,Pretty Good Roast Show S1. EP 2/7 |  Ft. @AnubhavSinghBassi,full_special,28545202,663844,3671,2024-04-27T09:22:36Z,https://i.ytimg.com/vi/7xNHz6lwxYs/hqdefault.jpg,false
U-SuiWkRAlo,Aashish Solanki,Pretty Good Roast Show: S1. EP 1/7 | Ft.  @AakashGupta,full_special,9916211,231315,3318,2024-04-19T13:59:15Z,https://i.ytimg.com/vi/U-SuiWkRAlo/hqdefault.jpg,false
gVFHPz0BKhw,Aashish Solanki,Judge Me If You Can Ep.14 ft Huma Qureshi & @beabassi,full_special,3102057,79658,3651,2026-07-04T05:49:32Z,https://i.ytimg.com/vi/gVFHPz0BKhw/hqdefault.jpg,false
IcAV5qiko8M,Abhishek Upmanyu,Abhishek Upmanyu - Jealous of Sabziwala (FULL SPECIAL),full_special,41257562,1066421,3820,2023-10-09T09:10:47Z,https://i.ytimg.com/vi/IcAV5qiko8M/hqdefault.jpg,false
E16WhXcIghM,Abhishek Upmanyu,Team Animals - Stand-Up Comedy by Abhishek Upmanyu,full_special,40227036,1792303,1414,2021-04-02T08:11:03Z,https://i.ytimg.com/vi/E16WhXcIghM/hqdefault.jpg,false
t8HrZTLRCeU,Abhishek Upmanyu,Employee No.1 - Standup Comedy by Abhishek Upmanyu | Story,full_special,38780669,1125262,2415,2023-12-21T08:48:01Z,https://i.ytimg.com/vi/t8HrZTLRCeU/hqdefault.jpg,false
_fWyWcZB7VA,Abhishek Upmanyu,Health Anxiety - Standup Comedy by Abhishek Upmanyu,full_special,26225382,962241,1429,2023-02-24T18:02:04Z,https://i.ytimg.com/vi/_fWyWcZB7VA/hqdefault.jpg,false
Xz_0FKSL7Pw,Dave Chappelle,Dave Chappelle   HBO Comedy Half Hour Uncensored360p H 264 AAC,full_special,1916695,20980,1694,2023-01-30T10:41:21Z,https://i.ytimg.com/vi/Xz_0FKSL7Pw/hqdefault.jpg,false
3RI5tgjjwTA,After Midnight,After Midnight | FULL Premiere Episode with Taylor Tomlinson | Watch now for FREE | CBS,full_special,1570188,44853,2372,2024-01-17T09:02:54Z,https://i.ytimg.com/vi/3RI5tgjjwTA/hqdefault.jpg,false
p_HqJyq2SYU,Akaash Singh,Gaslit | Akaash Singh | Full Comedy Special,full_special,6615208,195859,4709,2024-03-10T16:00:07Z,https://i.ytimg.com/vi/p_HqJyq2SYU/hqdefault.jpg,false
ePpIH_u6bHE,Akaash Singh,Entire Comedy Show of ONLY Crowd Work,crowd_work_clip,4573326,113802,1344,2022-03-30T16:01:36Z,https://i.ytimg.com/vi/ePpIH_u6bHE/hqdefault.jpg,false
3RWA4IzuVvA,Akaash Singh,Standup Comedy on SHROOMS | Akaash Singh (feat. Kase Raso),full_special,1272586,33459,1434,2025-05-25T15:00:07Z,https://i.ytimg.com/vi/3RWA4IzuVvA/hqdefault.jpg,false
Tkebl7-vO2c,Amit Tandon,Sibling Stories with Zakir & Bassi | Chaar Yaar Ep. 5| ft. @ZakirKhan @AnubhavSinghBassi,full_special,1721687,35243,4475,2024-11-07T13:30:07Z,https://i.ytimg.com/vi/Tkebl7-vO2c/hqdefault.jpg,false
lLRr_4DK9jk,Zakir Khan,School Ke Din | Chaar Yaar with Amit Tandon Ep.15 ft Zakir Khan and Anubhav Singh Bassi,full_special,1461563,26586,4338,2025-01-30T12:30:07Z,https://i.ytimg.com/vi/lLRr_4DK9jk/hqdefault.jpg,false
DQePNw_WZQ4,Amit Tandon,Hamare Zamane Mein - A Stand Up Comedy Special by Amit Tandon,full_special,672269,11164,6233,2026-08-07T11:30:06Z,https://i.ytimg.com/vi/DQePNw_WZQ4/hqdefault.jpg,false
qkxuFKqJXWY,Anubhav Singh Bassi,Roommate - Stand Up Comedy Ft. Anubhav Singh Bassi,full_special,96234285,3166720,1365,2021-04-15T18:31:51Z,https://i.ytimg.com/vi/qkxuFKqJXWY/hqdefault.jpg,false
IEfBBYmxtIo,Anubhav Singh Bassi,UPSC - Stand Up Comedy Ft. Anubhav Singh Bassi,full_special,79504716,2374787,2246,2023-07-15T09:30:08Z,https://i.ytimg.com/vi/IEfBBYmxtIo/hqdefault.jpg,false
mbOO0Z6ryO0,Anubhav Singh Bassi,Ambulance - Stand Up Comedy Ft. Anubhav Singh Bassi,full_special,19674403,567105,1202,2025-10-19T14:10:59Z,https://i.ytimg.com/vi/mbOO0Z6ryO0/hqdefault.jpg,false
doNOhHEEsRk,Anubhav Singh Bassi,Best of Anubhav Singh Bassi | Hostel | Waxing | Cheating | Anubhav Singh Bassi  Stand Up Comedy,compilation,22284,209,2262,2020-06-30T16:18:32Z,https://i.ytimg.com/vi/doNOhHEEsRk/hqdefault.jpg,false
qBf6RrN5eVE,Aakash Gupta,Aakash Gupta | Angry Young Man | Full Stand-up Comedy Special,full_special,8739,284,2883,2025-03-08T13:31:31Z,https://i.ytimg.com/vi/qBf6RrN5eVE/hqdefault.jpg,false
GIDAWNQzblw,BHARTI TV,Unlocking Success: @ZakirKhan 's Journey from OpenMic to Stardom,full_special,3120866,65435,2975,2024-01-15T14:45:11Z,https://i.ytimg.com/vi/GIDAWNQzblw/hqdefault.jpg,false
aLwSHqVOOK4,Dave Chappelle,Dave Chappelle’s ‘The Unstoppable’ – Full Standup Breakdown & Best Moments!,compilation,181236,2085,3687,2025-12-26T02:07:20Z,https://i.ytimg.com/vi/aLwSHqVOOK4/hqdefault.jpg,false
FMMbB9CdOGw,Samay Raina,Samay Raina - STILL ALIVE (Full Special),full_special,188481,3621,4861,2026-04-10T08:24:47Z,https://i.ytimg.com/vi/FMMbB9CdOGw/hqdefault.jpg,false
pe8o3DtsfFA,Dave Chappelle,Dave Chappelle Full Stand Up | Deep In The Heart Of Texas,full_special,7825,53,12488,2025-11-10T02:40:26Z,https://i.ytimg.com/vi/pe8o3DtsfFA/hqdefault.jpg,false
ZVqSvoEmHuM,Zakir Khan,"Shayari वाली Class, Laughter के साथ!| Zakir Khan | Kapil Sharma | Best of The Kapil Sharma Show.",podcast_appearance,4714,27,2475,2025-08-08T13:30:40Z,https://i.ytimg.com/vi/ZVqSvoEmHuM/hqdefault.jpg,false
iqsoORz6s0A,Zakir Khan,The OG Sakht Launda Zakir Khan की Shayari की Class.| The Kapil Sharma Show,podcast_appearance,1068,5,2473,2026-07-30T11:30:35Z,https://i.ytimg.com/vi/iqsoORz6s0A/hqdefault.jpg,false
rPH5RUdaEMQ,Samay Raina,"Samay Raina | India's Got Latent S2, Standup Comedy, Kapil Sharma | The Longest Interview",podcast_appearance,5493880,129117,7200,2026-04-14T13:30:06Z,https://i.ytimg.com/vi/rPH5RUdaEMQ/hqdefault.jpg,false
OoViN6no9IY,Abhishek Upmanyu,"Abhishek Upmanyu | Sunil Grover, Hera Pheri and Anurag Kashyap | The Longest Interview Season 3",full_special,934926,17404,6961,2025-03-29T14:00:07Z,https://i.ytimg.com/vi/OoViN6no9IY/hqdefault.jpg,false
akGv9Ua9-Uc,Dave Chappelle,Best of Dave Chappelle | Funniest Stand Up Comedy Clips Collection - DAVE CHAPPELLE,compilation,6138,65,7944,2025-09-28T17:04:20Z,https://i.ytimg.com/vi/akGv9Ua9-Uc/hqdefault.jpg,false
cBVsxAJld_g,Chappelle's Show 2026,Chappelle’s Take on Trump’s Chaos | Funny Stand Up,full_special,297278,4238,4603,2026-04-08T01:00:39Z,https://i.ytimg.com/vi/cBVsxAJld_g/hqdefault.jpg,false
rvnfD4SLL6s,Dave Chappelle,The Dark Secrets of the Rich and Famous | Dave Chappelle Comedy Special,full_special,112910,1399,4819,2026-04-09T01:00:50Z,https://i.ytimg.com/vi/rvnfD4SLL6s/hqdefault.jpg,false
zQBUiuGWvIY,Dave Chappelle,Dave Chappelle's Raw Take on Trump – No Holds Barred | Dave Chappelle Comedy Special,full_special,109464,1534,4260,2026-04-04T01:00:56Z,https://i.ytimg.com/vi/zQBUiuGWvIY/hqdefault.jpg,false
V1nUve3d0PY,Dave Chappelle,Trump and Chappelle: The Raw Truth | Dave Chappelle Comedy Special,full_special,32033,390,4457,2026-04-10T01:00:23Z,https://i.ytimg.com/vi/V1nUve3d0PY/hqdefault.jpg,false
BjloZ57TF78,Dave Chappelle,Dave Chappelle: The Truth About People Who Go on Cruises | Stand-Up Comedy,full_special,1010198,14391,4344,2026-02-26T01:00:20Z,https://i.ytimg.com/vi/BjloZ57TF78/hqdefault.jpg,false
fzRNriBqbk4,Abhishek Upmanyu,Abhishek upmanyu  new standup comedy,full_special,1118182,0,2142,2025-05-03T11:32:05Z,https://i.ytimg.com/vi/fzRNriBqbk4/hqdefault.jpg,false
zZCSz2B1JMU,Chirag Panjwani,IIT Tough Hai | Indian Stand Up Comedy by Chirag Panjwani,full_special,3661596,105140,1202,2023-04-11T05:29:40Z,https://i.ytimg.com/vi/zZCSz2B1JMU/hqdefault.jpg,false
P6LkCNRLwCI,Chirag Panjwani,Dr. Panjwani | Stand Up Comedy Special by Chirag Panjwani,full_special,3644256,255160,4834,2026-06-03T13:30:07Z,https://i.ytimg.com/vi/P6LkCNRLwCI/hqdefault.jpg,false
HAqVEM6DzvU,Chirag Panjwani,Meri Pehli Shaadi | Stand Up Comedy Special by Chirag Panjwani,full_special,1818931,62539,4359,2024-11-15T07:38:57Z,https://i.ytimg.com/vi/HAqVEM6DzvU/hqdefault.jpg,false
TSi5zOfEaQE,Chris D'Elia,Chris D'Elia: Grow Or Die (STANDUP COMEDY SPECIAL),full_special,1128319,29258,4174,2025-03-31T16:00:36Z,https://i.ytimg.com/vi/TSi5zOfEaQE/hqdefault.jpg,false
c_DPkzeMn1Q,Chris D'Elia,FULL SET - CROWDWORK IN HOUSTON - Chris D'Elia Stand Up Comedy,crowd_work_clip,191847,3629,2160,2025-09-02T13:30:42Z,https://i.ytimg.com/vi/c_DPkzeMn1Q/hqdefault.jpg,false
cafcBnHqXaQ,Chris D'Elia,2026 Compilation (Over 1 hour!) - Chris D'Elia Crowd Work Standup,compilation,88350,1437,4381,2026-07-21T17:38:01Z,https://i.ytimg.com/vi/cafcBnHqXaQ/hqdefault.jpg,false
QccCmgU1O1Q,Abhishek Upmanyu,"ABHISHEK UPMANYU | Friends, Crime & The Cosmos | Stand Up Comedy | Reaction | Jaby Koay",reaction,2428072,66026,1570,2020-06-05T13:00:22Z,https://i.ytimg.com/vi/QccCmgU1O1Q/hqdefault.jpg,false
buwMAHwhB7I,Anubhav Singh Bassi,HOSTEL | Anubhav Singh Bassi | Stand Up Comedy Reaction | Jaby Koay,reaction,2418712,61281,1539,2020-03-31T04:30:02Z,https://i.ytimg.com/vi/buwMAHwhB7I/hqdefault.jpg,false
NYdYI4U-igI,Abhishek Upmanyu,ABHISHEK UPMANYU | HEALTH ANXIETY - Stand Up Comedy REACTION!,reaction,2046202,46541,2262,2023-05-18T05:00:08Z,https://i.ytimg.com/vi/NYdYI4U-igI/hqdefault.jpg,false
pY4j__UjTd8,Samay Raina,Samay Raina - STILL ALIVE Stand Up Reaction!,reaction,1671012,47831,6740,2026-04-28T07:08:57Z,https://i.ytimg.com/vi/pY4j__UjTd8/hqdefault.jpg,false
AmqXsWRHx1w,Aakash Gupta,AAKASH GUPTA | My First Euro Trip | Stand Up Comedy Reaction!,reaction,1623278,35997,1448,2024-02-13T06:00:07Z,https://i.ytimg.com/vi/AmqXsWRHx1w/hqdefault.jpg,false
YbvJ8ZPHT6w,Abhishek Upmanyu,ABHISHEK UPMANYU | Tongue Issues - Stand Up Comedy REACTION!,reaction,1454855,42059,1214,2023-02-28T06:00:18Z,https://i.ytimg.com/vi/YbvJ8ZPHT6w/hqdefault.jpg,false
YnViX2Lgi70,Zakir Khan,ZAKIR KHAN | CLASS  Stand Up Comedy Reaction!,reaction,862253,19763,2261,2025-01-13T10:30:28Z,https://i.ytimg.com/vi/YnViX2Lgi70/hqdefault.jpg,false
zyDmS4FXSQE,Aakash Gupta,AAKASH GUPTA | Childhood Dreams - Reaction! | Stand-Up Comedy | Crowdwork,reaction,813673,26413,1432,2022-02-03T07:30:06Z,https://i.ytimg.com/vi/zyDmS4FXSQE/hqdefault.jpg,false
dxpRy64WtY0,CineDesi,AKAASH SINGH - GASLIT Reaction! | Stand-Up Special,reaction,547834,12647,5617,2024-04-17T07:00:17Z,https://i.ytimg.com/vi/dxpRy64WtY0/hqdefault.jpg,false
ARcMGz2csWk,Abhishek Upmanyu,Employee No.1 - Standup Comedy by Abhishek Upmanyu | Story,full_special,205555,1309,2045,2025-01-24T05:41:50Z,https://i.ytimg.com/vi/ARcMGz2csWk/hqdefault.jpg,false
ts5FalYIzMw,Comedy Central Stand-Up,Anthony Jeselnik: Caligula - Full Special,full_special,3067001,43079,2517,2024-04-29T01:00:07Z,https://i.ytimg.com/vi/ts5FalYIzMw/hqdefault.jpg,false
5S5iZZEtTkg,Comedy Central Stand-Up,John Mulaney: New in Town - Full Special,full_special,2898845,53072,2523,2024-05-27T01:00:04Z,https://i.ytimg.com/vi/5S5iZZEtTkg/hqdefault.jpg,false
BUI0sGnx9Us,Comedy Central Stand-Up,“The Grinch That Stole Everything”- Theo Von - Full Special,full_special,1603615,22301,1260,2024-05-31T16:00:16Z,https://i.ytimg.com/vi/BUI0sGnx9Us/hqdefault.jpg,false
TxJ_lDsM5Cg,Comedy Central Stand-Up,Comedians Getting Dark and Twisted - Stand-Up Compilation,compilation,53740,1242,2554,2023-10-29T16:00:18Z,https://i.ytimg.com/vi/TxJ_lDsM5Cg/hqdefault.jpg,false
9D1_TnXvtWY,Comedy Central UK,Best Ever Chappelle's Show Moments | Chappelle's Show,compilation,4215618,29771,1574,2026-02-08T20:00:07Z,https://i.ytimg.com/vi/9D1_TnXvtWY/hqdefault.jpg,false
s-ONlhskCrA,Dave Chappelle,Dave Chappelle Full Stand Up || Deep In The Heart Of Texas,full_special,6702791,82954,3646,2022-03-29T23:34:37Z,https://i.ytimg.com/vi/s-ONlhskCrA/hqdefault.jpg,false
pvc_XDDrwgc,Dave Chappelle,Dave Chappelle Full Stand Up ☆ || Equa•nimity ||☆ Everything I Say Upsets Somebody,full_special,6373736,91161,3349,2022-02-04T04:52:03Z,https://i.ytimg.com/vi/pvc_XDDrwgc/hqdefault.jpg,false
e44hXvuy3OA,Comedy Dynamics,Over an Hour of 420 Jokes - Stand-Up Comedy from Comedy Dynamics,full_special,2513675,18647,3667,2024-04-20T17:00:23Z,https://i.ytimg.com/vi/e44hXvuy3OA/hqdefault.jpg,false
QI5GiTnmltM,Comedy Dynamics,Best of Dan Cummins: Get Outta Here; Devil - Stand-Up Comedy,compilation,856394,16076,1787,2025-05-25T17:30:04Z,https://i.ytimg.com/vi/QI5GiTnmltM/hqdefault.jpg,false
y2QBXIUC0Gw,Dave Chappelle,Dave Chappelle Full Stand up Equanimity Everything I Say Upsets Somebody!,full_special,40414,364,7542,2023-12-23T23:59:16Z,https://i.ytimg.com/vi/y2QBXIUC0Gw/hqdefault.jpg,false
szrOtbQRcPU,Comedy Time,1 Hour Comedy Special | Pete Davidson Taylor Tomlinson Ali Siddiq Jimmy O. Yang  | Comedy Time,full_special,24634,306,3997,2025-07-21T22:01:04Z,https://i.ytimg.com/vi/szrOtbQRcPU/hqdefault.jpg,false
f-_gc17AhfU,Zakir Khan,"दुल्हे नहीं बने तो क्या हुआ?...बरात में तो हम भी नाचे है | Zakir Khan, Anubhav Bassi | #comedy #tkss",full_special,2007789,9528,1398,2025-12-31T13:30:44Z,https://i.ytimg.com/vi/f-_gc17AhfU/hqdefault.jpg,false
NgAI8fxOtKQ,Comic Arvind,South Indian From North India | Stand-Up Comedy Special | Arvind Sunder,full_special,198545,5664,3294,2026-08-05T16:00:06Z,https://i.ytimg.com/vi/NgAI8fxOtKQ/hqdefault.jpg,false
k6WNXMLTB5o,Cracked Comedy Club,60 Jokes That Are Pure Comedy Gold in 60 Minutes | Full Standup Comedy Compilation,compilation,774503,5651,3310,2025-08-22T01:00:06Z,https://i.ytimg.com/vi/k6WNXMLTB5o/hqdefault.jpg,false
XOZ4gEMnOks,Dave Chappelle,"Dave Chappelle in Texas. one of the best story tellers to ever live. March 21, 2017",full_special,670228,5713,3737,2025-12-12T18:25:23Z,https://i.ytimg.com/vi/XOZ4gEMnOks/hqdefault.jpg,false
xT1OUWODFNg,Jeff Arcuri,Jeff Arcuri Is One Of The Best | 30 min Crowd Work Highlights #212,compilation,342800,4835,1723,2026-04-04T17:59:00Z,https://i.ytimg.com/vi/xT1OUWODFNg/hqdefault.jpg,false
hCsMlVYSyvU,Cuộc Sống Miền Quê,Taylor Tomlinson’s HILARIOUS Take on Dating,full_special,22891,267,3703,2025-12-05T20:00:44Z,https://i.ytimg.com/vi/hCsMlVYSyvU/hqdefault.jpg,false
q76EmGDFRHg,Cuộc Sống Miền Quê,Taylor Tomlinson – Funniest Stand Up Comedy Moments (BEST Clips & Highlights),compilation,10740,147,3635,2025-11-11T11:01:37Z,https://i.ytimg.com/vi/q76EmGDFRHg/hqdefault.jpg,false
R_8noUfhhvI,Cuộc Sống Miền Quê,Taylor Tomlinson stand up comedy full,full_special,6323,46,3234,2025-12-06T20:00:18Z,https://i.ytimg.com/vi/R_8noUfhhvI/hqdefault.jpg,false
O7n3vq4_0Zw,Cuộc Sống Miền Quê,Taylor Tomlinson Talks About Dating… And It Gets DARK,full_special,4629,35,3187,2025-11-07T14:00:45Z,https://i.ytimg.com/vi/O7n3vq4_0Zw/hqdefault.jpg,false
quAaUIbxHXA,Cuộc Sống Miền Quê,Taylor Tomlinson – Funniest Stand Up Comedy Moments (Try Not To Laugh!),compilation,3516,33,3121,2025-11-03T14:01:29Z,https://i.ytimg.com/vi/quAaUIbxHXA/hqdefault.jpg,false
TQOnST8cefY,Cuộc Sống Miền Quê,Taylor Tomlinson’s Therapy Jokes Hurt Because They’re True,full_special,1751,20,3559,2025-12-26T02:00:25Z,https://i.ytimg.com/vi/TQOnST8cefY/hqdefault.jpg,false
yLXf4LXKHEk,Dave Chappelle,Dave Chappelle's Full Stand Up 2026 Show,full_special,2842,22,3625,2026-06-15T02:00:22Z,https://i.ytimg.com/vi/yLXf4LXKHEk/hqdefault.jpg,false
5is7HU9-Svc,Dave Chappelle,8 of Dave Chappelle Funniest Jokes Ever,full_special,4857604,43408,1884,2022-01-19T12:49:38Z,https://i.ytimg.com/vi/5is7HU9-Svc/hqdefault.jpg,false
1oQIiVM94do,Dave Chappelle,Dave Chappelle Unforgiven [Full Show] - Explaining the dilemma from Comedy Central and HBO,full_special,90167,1504,1423,2021-02-25T06:28:07Z,https://i.ytimg.com/vi/1oQIiVM94do/hqdefault.jpg,false
P1S77UakCig,Dark Comedy Cuts,Louis CK 2026 – Back to Eden: Savage Jokes & Dark Comedy,full_special,156400,1738,3976,2026-01-08T01:22:28Z,https://i.ytimg.com/vi/P1S77UakCig/hqdefault.jpg,false
uoJoyMRBKto,Dave Chappelle,Male Mental Health || Dave Chappelle ...Stand-Up Comedy 2026,full_special,159184,1312,5369,2026-05-14T20:28:40Z,https://i.ytimg.com/vi/uoJoyMRBKto/hqdefault.jpg,false
far4bOQE69E,Devesh Dixit,LOVERBOY- Stand up Comedy by Devesh Dixit,full_special,1724125,51780,2332,2026-04-15T13:34:24Z,https://i.ytimg.com/vi/far4bOQE69E/hqdefault.jpg,false
PMWMprq0oJc,Devesh Dixit,Cult Games- Ep1 ft @aupmanyu @KaruneshTalwar @siddharthdudeja,full_special,183503,5802,2527,2026-07-31T11:47:54Z,https://i.ytimg.com/vi/PMWMprq0oJc/hqdefault.jpg,false
bRtSGQYY3m4,Samay Raina,The Ranveer Allahbadia Controversy | Samay Raina | India's Got Latent | Dhruv Rathee,podcast_appearance,26357389,1376436,1753,2025-02-19T15:17:42Z,https://i.ytimg.com/vi/bRtSGQYY3m4/hqdefault.jpg,false
QpD7BYULwpY,Dave Chappelle,"Dave Chappelle Collection on Letterman, 1994-2014",full_special,5519408,44899,4107,2020-10-29T05:31:49Z,https://i.ytimg.com/vi/QpD7BYULwpY/hqdefault.jpg,false
ku5BobRq0to,Samay Raina,Samay Raina | Dostcast w/ Vinamre Kasanaa,full_special,1867440,40885,3834,2026-04-17T14:30:40Z,https://i.ytimg.com/vi/ku5BobRq0to/hqdefault.jpg,false
K-ZwTpeBLzo,Dry Bar Comedy,I have No Patience For Stupid People. Mike James - Full Special,full_special,4233036,81254,1561,2023-12-26T00:45:00Z,https://i.ytimg.com/vi/K-ZwTpeBLzo/hqdefault.jpg,false
ibVwBUNjgOE,Dry Bar Comedy,This Might Be The Best Comedy Special Ever. John Novosad - Full Special,full_special,3732170,51214,1541,2024-12-25T00:45:03Z,https://i.ytimg.com/vi/ibVwBUNjgOE/hqdefault.jpg,false
rsGt7wkETK4,Dry Bar Comedy,Get Ready To Be Offended. K-von - Full Special,full_special,1110599,31756,1267,2024-12-21T00:45:06Z,https://i.ytimg.com/vi/rsGt7wkETK4/hqdefault.jpg,false
H5F3KLYqFFQ,Anubhav Singh Bassi,Bas kar bassi | full (official video) | Anubhav singh bassi | stand up | comedy | amazon prime video,full_special,328362,2725,1722,2023-02-20T19:18:35Z,https://i.ytimg.com/vi/H5F3KLYqFFQ/hqdefault.jpg,false
uHRH5PgJvHU,Zakir Khan,Zakir Khan Ki Makeup Class 💄😂 | The Kapil Sharma Show | Comedy Show |,podcast_appearance,612574,6620,3526,2026-06-02T13:00:36Z,https://i.ytimg.com/vi/uHRH5PgJvHU/hqdefault.jpg,false
JHbgA38R1OM,Gary Owen,Gary Owen: No Hard Feelings (2026) |  FULL SPECIAL,full_special,3889985,96129,3438,2026-03-07T22:00:07Z,https://i.ytimg.com/vi/JHbgA38R1OM/hqdefault.jpg,false
R7bVMWGpKOI,Gary Owen,Gary Owen: Off The Dome Houston | Crowd Work Compilation,compilation,2479925,33057,1847,2025-05-01T13:00:49Z,https://i.ytimg.com/vi/R7bVMWGpKOI/hqdefault.jpg,false
g3oNp6KQZJg,Gaurav Kapoor,LIE HARD Ep. 2 ft @AnubhavSinghBassi @gauravgupta6685 @ComicKaustubhAgarwal @boi_onkar,full_special,3125561,63733,4795,2025-06-06T06:51:02Z,https://i.ytimg.com/vi/g3oNp6KQZJg/hqdefault.jpg,false
EJzZ3ftkyt0,Gaurav Kapoor,LIE HARD Ep. 5 ft @AakashGupta @KennySebastian @TheRahulDua @ShreejaChaturvedi,full_special,2594038,53817,6270,2025-07-25T03:07:18Z,https://i.ytimg.com/vi/EJzZ3ftkyt0/hqdefault.jpg,false
DxAsqinkmyE,Gaurav Kapoor,The @AakashGupta Wedding ft. Bahut Saare Comedians | Gaurav Kapoor Vlogs,full_special,10307791,277240,1207,2021-10-23T14:24:51Z,https://i.ytimg.com/vi/DxAsqinkmyE/hqdefault.jpg,false
sB9eWtzTOq0,Gianmarco Soresi,Gianmarco Soresi: Thief of Joy | Full Comedy Special,full_special,5278565,231650,3980,2025-09-19T23:00:07Z,https://i.ytimg.com/vi/sB9eWtzTOq0/hqdefault.jpg,false
zKUpf1Vx0vs,Gilly and Keeves,Shane Gillis Live In Austin | Stand Up Comedy,full_special,56324138,681813,2885,2021-09-07T14:00:22Z,https://i.ytimg.com/vi/zKUpf1Vx0vs/hqdefault.jpg,false
1eHxYhQmjDI,Zakir Khan,Comedy और Shayari की Class एक साथ.| Zakir Khan | Kapil Sharma | Best of The Kapil Sharma Show.,podcast_appearance,10703204,61594,2323,2025-03-31T11:30:02Z,https://i.ytimg.com/vi/1eHxYhQmjDI/hqdefault.jpg,false
QngJL3TlUh4,Zakir Khan,No Bakwas Only Full on Comedy.| ZAKIR KHAN | BHUVAN BAM | ANUBHAV SINGH BASSI | HARSH GUJRAL | TKSS.,full_special,7758383,62471,2548,2025-06-11T11:45:04Z,https://i.ytimg.com/vi/QngJL3TlUh4/hqdefault.jpg,false
